City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
81,lautoka,-17.6167,177.4667,27.92,89,75,5.66,FJ,1707683825
82,dhidhdhoo,6.8833,73.1,27.65,70,39,1.74,MV,1707683825
83,karoi,-16.8099,29.6925,21.24,67,97,1.59,ZW,1707683826
84,pimentel,-6.8367,-79.9342,31.16,51,0,8.75,PE,1707683827
85,ribeira grande,38.5167,-28.7,17.22,88,40,9.39,PT,1707683827
86,gebeit,21.0667,36.3167,15.81,59,0,0.87,SD,1707683828
87,benavente,42.0025,-5.6783,5.37,90,100,2.24,ES,1707683829
88,cabo san lucas,22.8909,-109.9124,24.23,54,0,5.14,MX,1707683742
89,monrovia,6.3005,-10.7969,27.87,86,53,3.84,LR,1707683830
90,la foa,-21.7108,165.8276,27.02,80,0,1.11,NC,1707683831
91,sinabang,2.4803,96.3801,25.97,85,13,0.63,ID,1707683833
92,watsa,3.0372,29.5355,23.3,54,81,1.2,CD,1707683833
93,gulf shores,30.246,-87.7008,23.65,81,75,2.57,US,1707683834
94,guarapari,-20.6667,-40.4975,28.83,86,0,5.55,BR,1707683577
95,peskovka,59.0448,52.3606,-20.4,100,100,2.09,RU,1707683835
96,blackmans bay,-43.0167,147.3167,14.29,85,100,0.81,AU,1707683633
97,broome,42.2506,-75.833,4.79,79,100,4.12,US,1707683837
98,chemmumiahpet,15.8979,79.3213,20.29,94,20,1.26,IN,1707683837
99,pachino,36.7186,15.0907,12.46,74,54,8.57,IT,1707683838
100,kismayo,-0.3582,42.5454,26.32,83,59,4.99,SO,1707683839
101,shakawe,-18.3667,21.85,23.09,69,12,2.33,BW,1707683839
102,hilo,19.7297,-155.09,27.38,82,75,3.09,US,1707683840
103,alofi,-19.0595,-169.9187,28.94,79,75,5.14,NU,1707683841
104,egilsstadir,65.2653,-14.3948,-0.05,93,100,6.69,IS,1707683842
105,thompson,55.7435,-97.8558,-9.91,85,100,1.03,CA,1707683843
106,lorengau,-2.0226,147.2712,27.91,78,100,3.09,PG,1707683844
107,lagos,6.5833,3.75,30.18,86,6,3.08,NG,1707683616
108,lebu,-37.6167,-73.65,16.49,76,98,7.37,CL,1707683562
109,abra pampa,-22.7205,-65.697,17.74,50,100,7.56,AR,1707683846
110,santiago del torno,-17.9833,-63.3833,30.1,61,100,2.75,BO,1707683846
111,orange walk,17.8333,-88.8333,34.27,40,0,3.4,BZ,1707683847
112,bethel,41.3712,-73.414,8.9,61,0,4.12,US,1707683838
113,kodiak,57.79,-152.4072,0.73,100,100,0.0,US,1707683849
114,tiksi,71.6872,128.8694,-34.53,100,100,1.14,RU,1707683849
115,hermanus,-34.4187,19.2345,20.18,73,15,4.5,ZA,1707683622
116,tomarza,38.4472,35.7992,0.8,82,100,3.0,TR,1707683851
117,shira,54.4911,89.9531,-18.68,85,9,2.82,RU,1707683852
118,nieuw amsterdam,5.8833,-55.0833,32.09,66,40,5.14,SR,1707683852
119,margaret river,-33.95,115.0667,17.83,75,49,7.07,AU,1707683853
120,aykhal,66.0,111.5,-34.84,100,100,4.07,RU,1707683604
121,meybod,32.2501,54.0166,12.01,23,89,3.94,IR,1707683855
122,yeniseysk,58.4497,92.1703,-14.74,92,100,3.27,RU,1707683601
123,st. john's,47.5649,-52.7093,2.93,87,100,2.06,CA,1707683719
124,puerto san jose,13.9256,-90.8244,32.55,38,3,5.74,GT,1707683857
125,fortuna,40.5982,-124.1573,14.96,79,20,2.06,US,1707683860
126,tsiombe,-25.3,45.4833,24.56,97,98,2.19,MG,1707683861
127,yeppoon,-23.1333,150.7333,23.88,80,60,6.74,AU,1707683861
128,naze,28.3667,129.4833,12.51,59,5,6.9,JP,1707683862
129,tazovsky,67.4667,78.7,-31.26,97,100,2.58,RU,1707683863
130,yaren,-0.5472,166.916,28.39,79,99,2.95,NR,1707683863
131,camilla,31.2313,-84.2105,20.03,96,100,1.13,US,1707683864
132,vitina,43.2375,17.4839,10.79,83,100,2.76,BA,1707683865
133,palmeiras de goias,-16.805,-49.9258,22.65,93,67,3.72,BR,1707683866
134,port mathurin,-19.6833,63.4167,27.26,85,99,8.15,MU,1707683867
135,las terrenas,19.311,-69.5428,28.93,65,40,4.12,DO,1707683868
136,bel ombre,-4.6167,55.4167,29.91,70,40,7.72,SC,1707683868
137,peace river,56.2501,-117.286,2.17,55,20,4.63,CA,1707683686
138,barcelos,41.5388,-8.6151,15.08,98,100,2.44,PT,1707683666
139,ostersund,63.1792,14.6357,-8.75,92,100,6.17,SE,1707683595
140,ust-nera,64.5667,143.2,-35.12,99,98,0.82,RU,1707683871
141,nampa,43.5407,-116.5635,8.71,52,0,4.63,US,1707683800
142,port alfred,-33.5906,26.891,21.21,79,0,2.24,ZA,1707683872
143,iqaluit,63.7506,-68.5145,-21.15,65,75,2.57,CA,1707683873
144,moose jaw,50.4001,-105.5344,0.14,69,23,6.69,CA,1707683874
145,sretensk,52.2453,117.7093,-16.59,97,80,0.84,RU,1707683874
146,stanley,54.868,-1.6985,5.01,90,40,6.17,GB,1707683875
147,saipan,15.1355,145.701,25.39,78,0,5.14,MP,1707683876
148,magong,23.5654,119.5863,17.26,64,3,11.37,TW,1707683877
149,patterson,37.4716,-121.1297,15.93,66,97,1.45,US,1707683877
150,cottage grove,44.8277,-92.9438,4.36,53,0,5.14,US,1707683878
151,el granada,37.5027,-122.4694,17.56,78,0,4.12,US,1707683879
152,rio grande,-32.035,-52.0986,25.06,88,82,6.33,BR,1707683881
153,avarua,-21.2078,-159.775,29.03,65,75,5.66,CK,1707683881
154,richards bay,-28.783,32.0377,22.4,66,98,0.7,ZA,1707683882
155,berezovyy,51.6667,135.7,-16.31,88,100,2.52,RU,1707683883
156,olinda,-8.0089,-34.8553,28.85,74,40,7.2,BR,1707683884
157,floro,61.5996,5.0328,5.04,65,0,5.66,NO,1707683885
158,magadan,59.5667,150.8,-22.25,89,100,2.85,RU,1707683675
159,chonchi,-42.6128,-73.8092,16.73,62,83,2.96,CL,1707683886
160,fisterra,42.9049,-9.2629,14.86,92,80,8.25,ES,1707683887
161,vadso,70.0744,29.7487,-11.91,85,75,5.14,NO,1707683888
162,gunjur,13.2019,-16.7339,25.04,73,0,2.57,GM,1707683889
163,ilulissat,69.2167,-51.1,-17.99,71,75,5.14,GL,1707683890
164,hawaiian paradise park,19.5933,-154.9731,24.46,84,75,3.09,US,1707683891
165,i-n-salah,27.1935,2.4607,22.48,31,0,4.74,DZ,1707683891
166,laojunmiao,39.8333,97.7333,-3.47,23,88,0.71,CN,1707683892
167,bubaque,11.2833,-15.8333,26.5,64,0,6.29,GW,1707683893
168,wotje,9.4543,170.2367,26.72,77,92,11.01,MH,1707683893
169,jamestown,42.097,-79.2353,1.77,81,100,1.54,US,1707683717
170,maragogi,-9.0122,-35.2225,27.45,78,97,4.26,BR,1707683895
171,kruisfontein,-34.0033,24.7314,17.7,84,21,4.96,ZA,1707683896
172,priob'ye,62.5206,65.5964,-29.43,100,40,1.68,RU,1707683897
173,al ghayzah,16.2079,52.176,23.26,75,3,3.92,YE,1707683898
174,sassandra,4.95,-6.0833,26.73,89,67,1.79,CI,1707683898
175,west island,-12.1568,96.8225,26.99,83,40,2.57,CC,1707683899
176,freetown,8.484,-13.2299,27.84,78,40,4.12,SL,1707683900
177,severo-yeniseyskiy,60.3725,93.0408,-18.11,95,100,4.28,RU,1707683901
178,yeed,4.55,43.0333,28.34,29,23,4.25,SO,1707683902
179,nouadhibou,20.931,-17.0347,22.99,64,0,6.69,MR,1707683903
180,happy valley-goose bay,53.3168,-60.3315,1.17,93,100,1.54,CA,1707683903
181,khash,28.2211,61.2158,10.78,49,100,1.38,IR,1707683904
182,lompoc,34.6391,-120.4579,18.67,52,0,3.09,US,1707683905
183,touros,-5.1989,-35.4608,27.7,78,16,5.67,BR,1707683906
184,palmer,42.1584,-72.3287,8.23,53,75,5.66,US,1707683907
185,papatowai,-46.5619,169.4708,13.08,68,100,5.11,NZ,1707683907
186,urumqi,43.801,87.6005,-7.47,79,47,1.0,CN,1707683908
187,cidreira,-30.1811,-50.2056,27.75,74,70,0.85,BR,1707683909
188,northam,51.0333,-4.2167,7.59,89,75,3.64,GB,1707683910
189,bom jesus da lapa,-13.255,-43.4181,25.52,70,100,0.78,BR,1707683910
190,santo antonio do ica,-3.1022,-67.9397,25.1,97,100,0.5,BR,1707683911
191,dauphin,51.1494,-100.0502,-4.92,74,0,8.23,CA,1707683912
192,ponca city,36.707,-97.0856,7.01,60,100,9.77,US,1707683913
193,micheweni,-4.9667,39.8333,28.38,80,100,6.6,TZ,1707683913
194,puerto ayora,-0.7393,-90.3518,31.98,90,36,2.68,EC,1707683914
195,kununurra,-15.7667,128.7333,24.99,94,100,2.06,AU,1707683914
196,talnakh,69.4865,88.3972,-32.85,86,13,1.22,RU,1707683915
197,anadyr,64.75,177.4833,-23.72,77,20,9.0,RU,1707683916
198,namtsy,62.7161,129.6658,-34.6,99,100,2.21,RU,1707683916
199,bonthe,7.5264,-12.505,26.88,84,11,4.56,SL,1707683917
200,sitka,57.0531,-135.33,5.94,61,75,4.63,US,1707683671
201,tilisarao,-32.7329,-65.2911,30.6,51,24,4.82,AR,1707683918
202,college,64.8569,-147.8028,-4.33,89,100,1.34,US,1707683919
203,ubinskoye,55.3068,79.6802,-17.07,96,100,4.67,RU,1707683920
204,klyuchi,52.2667,79.1667,-13.26,88,66,6.58,RU,1707683632
205,westport,41.1415,-73.3579,9.55,56,0,1.34,US,1707683659
206,hadibu,12.65,54.0333,24.74,77,19,3.6,YE,1707683922
207,minab,27.1467,57.0801,17.81,86,48,1.33,IR,1707683923
208,castillos,-34.1667,-53.8333,27.66,66,0,4.6,UY,1707683672
209,matonga,-2.3833,34.0833,19.21,87,67,1.5,TZ,1707683924
210,tanuku,16.75,81.7,19.05,91,4,2.55,IN,1707683925
211,enewetak,11.3474,162.3373,26.42,75,100,10.07,MH,1707683925
212,altay,47.8667,88.1167,-3.23,98,100,2.76,CN,1707683926
213,weno,7.4515,151.8468,26.97,83,40,4.63,FM,1707683927
214,la maddalena,41.2142,9.4083,13.09,76,13,14.65,IT,1707683927
215,guerrero negro,27.9769,-114.0611,17.76,43,0,4.05,MX,1707683928
216,jincheng,35.5022,112.8328,2.26,53,0,2.13,CN,1707683929
217,saint-joseph,-21.3667,55.6167,26.21,86,34,4.82,RE,1707683929
218,bayeux,-7.125,-34.9322,27.35,94,75,3.09,BR,1707683930
219,kalmunai,7.4167,81.8167,25.07,82,44,4.57,LK,1707683931
220,susanville,40.4163,-120.653,6.56,61,0,1.54,US,1707683932
221,novaya igirma,57.1334,103.9112,-14.05,93,98,3.52,RU,1707683932
222,goundam,16.4145,-3.6708,25.35,7,0,2.57,ML,1707683933
223,constantia,44.1833,28.65,12.61,73,98,8.38,RO,1707683645
224,ivdel',60.6911,60.4206,-28.23,98,5,1.79,RU,1707683935
225,gamay,12.3854,125.2979,24.17,88,100,7.39,PH,1707683936
226,yerofey pavlovich,53.9667,121.9667,-14.39,98,100,0.67,RU,1707683936
227,okondja,-0.6549,13.6753,26.18,79,100,0.63,GA,1707683937
228,puerto gaitan,4.3133,-72.0816,35.57,33,63,6.53,CO,1707683938
229,queenstown,-31.8976,26.8753,12.98,95,7,1.7,ZA,1707683938
230,okhotsk,59.3833,143.3,-30.25,95,73,2.52,RU,1707683939
231,south hedland,-20.4089,118.5983,26.96,94,1,4.12,AU,1707683940
232,mogadishu,2.0371,45.3438,25.93,87,37,8.31,SO,1707683942
233,ebon,4.582,168.6964,27.56,82,54,8.82,MH,1707683942
234,pandan,14.0453,124.1694,25.48,66,100,11.42,PH,1707683943
235,kikwit,-5.041,18.8162,22.51,97,100,0.82,CD,1707683944
236,ribnitz-damgarten,54.25,12.4667,4.51,99,100,0.89,DE,1707683944
237,chul'man,56.8479,124.9104,-19.72,99,100,1.32,RU,1707683945
238,carutapera,-1.195,-46.02,26.19,89,53,3.19,BR,1707683946
239,stockheim,50.3,11.2667,6.77,92,100,1.34,DE,1707683946
240,brookings,44.3114,-96.7984,5.62,65,0,8.75,US,1707683947
241,rumoi,43.9344,141.6428,0.33,51,100,9.18,JP,1707683948
242,rizhao,35.4275,119.4553,3.13,76,0,1.67,CN,1707683949
243,serdar,38.9764,56.2757,11.58,44,78,2.29,TM,1707683950
244,sirte,31.2089,16.5887,17.39,68,100,6.48,LY,1707683951
245,cocal,-28.6167,-49.35,28.73,70,62,1.23,BR,1707683951
246,beau vallon,-20.4189,57.6953,26.23,88,75,2.57,MU,1707683952
247,tofol,5.3248,163.0078,27.6,75,100,10.04,FM,1707683683
248,mushie,-3.0167,16.9,25.35,81,93,1.38,CD,1707683954
249,sao vicente,-23.9631,-46.3919,32.1,55,40,3.13,BR,1707683954
250,zhumysker,49.3333,49.4,-6.83,83,100,5.81,KZ,1707683955
251,akureyri,65.6835,-18.0878,-0.04,80,100,5.66,IS,1707683956
252,upata,8.0086,-62.3989,32.63,33,79,5.24,VE,1707683957
253,island harbour,50.724,-1.2758,7.77,86,20,1.34,GB,1707683957
254,bodo,67.28,14.405,-5.98,64,0,3.58,NO,1707683698
255,arraial do cabo,-22.9661,-42.0278,29.98,65,0,11.32,BR,1707683959
256,pariaman,-0.619,100.12,26.03,78,15,1.88,ID,1707683662
257,kourou,5.1552,-52.6478,29.03,75,24,4.06,GF,1707683960
258,wailua homesteads,22.0669,-159.378,24.86,72,40,1.54,US,1707683961
259,ola,59.5833,151.2833,-22.62,88,100,3.1,RU,1707683962
260,ploudalmezeau,48.5333,-4.65,7.93,87,100,2.57,FR,1707683963
261,palikir - national government center,6.9248,158.1611,27.41,74,100,4.12,FM,1707683941
262,usogorsk,63.4106,48.6872,-22.96,100,98,1.44,RU,1707683965
263,cole harbour,44.6724,-63.4751,5.66,88,100,2.32,CA,1707683966
264,afaahiti,-17.75,-149.2833,26.93,86,97,10.53,PF,1707683967
265,kidal,18.4411,1.4078,24.85,8,0,1.61,ML,1707683967
266,orcopampa,-15.2661,-72.3417,12.72,75,100,2.52,PE,1707683968
267,jilib,0.4883,42.7854,25.31,87,61,3.99,SO,1707683969
268,pogradec,40.9025,20.6525,6.0,90,98,2.62,AL,1707683970
269,jurm,36.8648,70.8342,0.99,51,96,2.31,AF,1707683970
270,addis ababa,9.025,38.7469,15.49,77,75,2.57,ET,1707683971
271,prado,-17.3411,-39.2208,26.26,82,77,2.35,BR,1707683972
272,guangshui,31.6199,113.9978,6.37,83,3,2.55,CN,1707683973
273,la ronge,55.1001,-105.2842,0.14,59,20,6.17,CA,1707683973
274,port elizabeth,-33.918,25.5701,21.16,82,0,6.69,ZA,1707683908
275,nobres,-14.7203,-56.3275,24.41,92,100,2.55,BR,1707683975
276,acarau,-2.8856,-40.12,27.65,81,100,6.68,BR,1707683976
277,tolanaro,-25.0319,46.9987,27.04,89,40,7.2,MG,1707683977
278,saudarkrokur,65.7461,-19.6394,-0.44,75,100,6.35,IS,1707683977
279,port shepstone,-30.7414,30.455,20.39,89,100,1.81,ZA,1707683978
280,forked river,39.8398,-74.1901,10.62,69,20,2.57,US,1707683979
281,guerrero,17.6667,-100.0,30.27,26,0,1.35,MX,1707683980
282,launceston,-41.45,147.1667,15.8,94,100,3.6,AU,1707683980
283,al jumum,21.6169,39.6981,20.56,49,1,2.09,SA,1707683981
284,kiama,-34.6833,150.8667,21.43,86,0,1.34,AU,1707683982
285,huntsville,34.7304,-86.5861,15.21,92,100,3.13,US,1707683890
286,guozhen,34.3659,107.359,5.43,61,0,0.67,CN,1707683984
287,motupe,-6.1519,-79.7142,30.24,52,82,4.47,PE,1707683984
288,olyokminsk,60.3736,120.4264,-25.54,97,67,1.74,RU,1707683728
289,parham,17.0968,-61.7705,26.13,70,75,5.14,AG,1707683986
290,liwale,-9.7667,37.9333,21.8,97,96,0.63,TZ,1707683987
291,gubkinskiy,64.434,76.5026,-26.04,96,97,5.94,RU,1707683987
292,salekhard,66.53,66.6019,-30.75,92,33,2.62,RU,1707683988
293,lauro de freitas,-12.8944,-38.3272,25.01,88,75,2.57,BR,1707683989
294,ardakan,32.31,54.0175,9.85,26,72,2.13,IR,1707683990
295,minas de marcona,-15.2119,-75.1103,23.46,61,90,7.24,PE,1707683991
296,kimbe,-5.5502,150.1429,25.92,89,99,1.0,PG,1707683991
297,nova vicosa,-17.8919,-39.3719,26.76,74,21,2.59,BR,1707683992
298,zapolyarnyy,69.4154,30.8136,-19.4,97,100,1.68,RU,1707683993
299,victorica,-36.2151,-65.4359,32.79,39,51,4.76,AR,1707683993
300,hamilton,39.1834,-84.5333,10.69,61,0,3.6,US,1707683364
301,arivonimamo,-19.0167,47.1833,19.03,95,99,3.31,MG,1707683995
302,yarmouth,41.7057,-70.2286,9.42,69,0,2.57,US,1707683996
303,graneros,-34.0667,-70.7333,33.04,17,3,0.68,CL,1707683997
304,mandalgovi,45.7625,106.2708,-11.23,77,1,4.41,MN,1707683997
305,santyoku,37.4406,129.1708,0.71,69,3,2.78,KR,1707683998
306,hithadhoo,-0.6,73.0833,27.11,78,16,3.69,MV,1707683999
307,vorgashor,67.5833,63.95,-32.35,100,100,1.86,RU,1707683999
308,berdigestyakh,62.0989,126.6992,-26.41,95,100,3.77,RU,1707684000
309,labytnangi,66.6572,66.4183,-29.11,88,25,3.19,RU,1707684001
310,bako,5.7833,36.5667,21.36,65,75,1.81,ET,1707684002
311,katsuura,35.1333,140.3,5.34,88,90,6.32,JP,1707684003
312,kijang,35.2442,129.2139,-3.15,61,0,1.65,KR,1707684004
313,lichinga,-13.3128,35.2406,20.05,94,75,3.09,MZ,1707684005
314,arkhangel'sk,64.5401,40.5433,-23.82,80,75,1.0,RU,1707684006
315,ellsworth,44.5434,-68.4195,8.18,68,100,2.57,US,1707684006
316,ghat,24.9647,10.1728,21.08,14,7,4.04,LY,1707684007
317,kalaleh,37.3807,55.4916,12.88,45,66,1.49,IR,1707684008
318,monterey,36.2505,-121.2516,13.43,52,64,0.95,US,1707683449
319,hofors,60.5457,16.2867,-5.16,95,100,3.84,SE,1707684010
320,ampanihy,-24.7,44.75,24.3,94,100,2.39,MG,1707684011
321,champerico,14.3,-91.9167,36.3,56,0,5.39,GT,1707684012
322,caluula,11.9661,50.7569,25.7,73,2,6.31,SO,1707684013
323,colonia,50.9333,6.95,10.03,80,100,2.57,DE,1707683899
324,ankazobe,-18.3167,47.1167,19.37,94,100,2.2,MG,1707684015
325,bardai,11.65,7.2333,24.84,16,0,3.64,NG,1707684015
326,nemuro,43.3236,145.575,-5.41,73,73,2.49,JP,1707684016
327,cascais,38.6979,-9.4215,18.06,98,99,8.49,PT,1707683834
328,alo,7.4178,6.7371,32.73,30,3,1.17,NG,1707684018
329,sultanpur,26.2667,82.0667,12.26,57,0,2.29,IN,1707684019
330,yatou,37.15,122.3833,1.88,78,0,2.64,CN,1707684020
331,mili,6.0815,171.735,27.49,80,75,10.45,MH,1707684021
332,labrador city,52.9463,-66.9114,-6.05,86,100,5.14,CA,1707684022
333,shurugwi,-19.6702,30.0059,15.84,94,81,3.97,ZW,1707684023
334,san pedro,14.35,121.0167,24.64,78,20,2.68,PH,1707683745
335,bandar lampung,-5.4254,105.258,22.83,95,22,2.19,ID,1707684025
336,capitao poco,-1.7464,-47.0594,25.98,84,71,2.74,BR,1707683875
337,hengchun,22.0042,120.7439,18.19,63,10,9.22,TW,1707684027
338,teluknaga,-6.0989,106.6381,27.57,94,20,1.54,ID,1707684028
339,tyre,33.2733,35.1939,17.89,64,100,4.9,LB,1707684029
340,kuusamo,65.9667,29.1833,-25.98,84,0,1.03,FI,1707683740
341,kilosa,-6.8333,36.9833,22.29,96,100,0.84,TZ,1707684032
342,labuan bajo,-8.4964,119.8877,26.71,84,100,4.37,ID,1707684033
343,mariestad,58.7097,13.8237,-2.57,96,100,6.09,SE,1707684034
344,osceola,28.042,-81.1242,28.3,58,76,3.74,US,1707684035
345,rauma,61.1272,21.5113,-9.98,87,97,3.9,FI,1707684036
346,faya-largeau,17.9257,19.1043,24.07,11,0,3.87,TD,1707684037
347,kone,-21.0595,164.8658,27.06,78,1,0.89,NC,1707684038
348,novooleksiyivka,46.2269,34.6428,10.84,64,100,5.77,UA,1707684039
349,san patricio,28.017,-97.5169,27.97,35,0,9.08,US,1707684040
350,lucaya,26.5333,-78.6667,25.96,61,20,6.17,BS,1707684041
351,kloulklubed,7.0419,134.2556,27.28,81,60,8.85,PW,1707684041
352,marsa alam,25.0757,34.8918,19.21,55,0,3.02,EG,1707684042
353,wlodawa,51.55,23.55,8.11,88,98,4.54,PL,1707684043
354,zubova polyana,54.0771,42.8372,-11.39,91,99,4.32,RU,1707684044
355,gamba,-2.65,10.0,26.54,85,100,2.21,GA,1707684044
356,kingston,17.997,-76.7936,30.13,60,20,8.23,JM,1707684016
357,bamboo flat,11.7,92.7167,28.05,78,40,2.57,IN,1707684046
358,mil'kovo,55.6078,37.7956,-5.78,96,99,3.92,RU,1707684047
359,vilhena,-12.7406,-60.1458,24.12,88,75,3.09,BR,1707684047
360,lethem,3.3803,-59.7968,36.71,24,52,7.25,GY,1707684049
361,meadow lakes,61.6247,-149.6011,1.72,81,0,4.12,US,1707684050
362,cill airne,52.05,-9.5167,3.16,92,97,2.15,IE,1707684051
363,conde,-7.2597,-34.9075,26.7,94,75,3.09,BR,1707684052
364,barre,44.197,-72.5021,5.35,66,75,3.6,US,1707684053
365,taro,-8.3862,115.28,24.0,95,100,0.64,ID,1707684053
